"participant_id","stimulus_id","utterance","response"
"participant32","S15-443","C > A",0.87
"participant32","S20-468","A",0.81
"participant32","S20-468","A > C",0.75
"participant32","S20-468","C",0.65
"participant32","S20-468","C > A",0.86
"participant32","S22-468","A",1
"participant32","S22-468","A > C",0.38
"participant32","S22-468","C",0.63
"participant32","S22-468","C > A",1
"participant32","S30-805","A",0.18
"participant32","S30-805","A > C",0.28
"participant32","S30-805","C",0.06
"participant32","S30-805","C > A",0.88
"participant32","S30-805-dep","A",0.01
"participant32","S30-805-dep","A > C",0.15
"participant32","S30-805-dep","C",0
"participant32","S30-805-dep","C > A",0.98
"participant32","S32-806","A",0.29
"participant32","S32-806","A > C",0.39
"participant32","S32-806","C",0.32
"participant32","S32-806","C > A",0.78
"participant32","S34-806","A",0.18
"participant32","S34-806","A > C",0.41
"participant32","S34-806","C",0.67
"participant32","S34-806","C > A",0.76
"participant32","S42-806","A",0.12
"participant32","S42-806","A > C",1
"participant32","S42-806","C",0.01
"participant32","S42-806","C > A",1
"participant32","S44-806","A",0.6
"participant32","S44-806","A > C",0.4
"participant32","S44-806","C",0.34
"participant32","S44-806","C > A",1
"participant32","S54-806","A",0.16
"participant32","S54-806","A > C",0.98
"participant32","S54-806","C",0.07
"participant32","S54-806","C > A",0.4
"participant32","S55-1006","A",0.26
"participant32","S55-1006","A > C",0.33
"participant32","S55-1006","C",0.83
"participant32","S55-1006","C > A",0.36
"participant32","S57-1007","A",0.18
"participant32","S57-1007","A > C",1
"participant32","S57-1007","C",0.58
"participant32","S57-1007","C > A",0.36
"participant32","S59-1007","A",0.22
"participant32","S59-1007","A > C",0.97
"participant32","S59-1007","C",0.81
"participant32","S59-1007","C > A",0.31
"participant32","S63-1039","A",0.77
"participant32","S63-1039","A > C",0.29
"participant32","S63-1039","C",0.61
"participant32","S63-1039","C > A",0.19
"participant32","S7-130","A",0.98
"participant32","S7-130","A > C",0.91
"participant32","S7-130","C",0.95
"participant32","S7-130","C > A",0.88
"participant32","S7-130-dep","A",1
"participant32","S7-130-dep","A > C",0.94
"participant32","S7-130-dep","C",0.97
"participant32","S7-130-dep","C > A",0.95
"participant32","S8-202","A",0.67
"participant32","S8-202","A > C",0.25
"participant32","S8-202","C",0.28
"participant32","S8-202","C > A",0.92
"participant32","S83-1609","A",0.59
"participant32","S83-1609","A > C",0.9
"participant32","S83-1609","C",0.72
"participant32","S83-1609","C > A",0.76
"participant32","S89-1642","A",0.72
"participant32","S89-1642","A > C",0.69
"participant32","S89-1642","C",0.69
"participant32","S89-1642","C > A",0.75
"participant32","S89-1642-dep","A",0.13
"participant32","S89-1642-dep","A > C",1
"participant32","S89-1642-dep","C",0.11
"participant32","S89-1642-dep","C > A",1
"participant32","S93-1674","A",0.59
"participant32","S93-1674","A > C",0.59
"participant32","S93-1674","C",0.64
"participant32","S93-1674","C > A",0.63
"participant32","S97-1674","A",1
"participant32","S97-1674","A > C",1
"participant32","S97-1674","C",1
"participant32","S97-1674","C > A",1
"participant33","S1-121","A",0.64
"participant33","S1-121","A > C",0.57
"participant33","S1-121","C",0.64
"participant33","S1-121","C > A",0.29
"participant33","S10-203","A",0.59
"participant33","S10-203","A > C",0.57
"participant33","S10-203","C",0.62
"participant33","S10-203","C > A",0.62
"participant33","S12-203","A",0.58
"participant33","S12-203","A > C",0.63
"participant33","S12-203","C",0.58
"participant33","S12-203","C > A",0.62
"participant33","S15-443","A",0.56
"participant33","S15-443","A > C",0.4
"participant33","S15-443","C",0.56
"participant33","S15-443","C > A",0.43
"participant33","S20-468","A",0.56
"participant33","S20-468","A > C",0.41
"participant33","S20-468","C",0.55
"participant33","S20-468","C > A",0.55
"participant33","S22-468","A",0.67
"participant33","S22-468","A > C",0.65
"participant33","S22-468","C",0.72
"participant33","S22-468","C > A",0.67
"participant33","S30-805","A",0.56
"participant33","S30-805","A > C",0.35
"participant33","S30-805","C",0.57
"participant33","S30-805","C > A",0.42
"participant33","S30-805-dep","A",0.44
"participant33","S30-805-dep","A > C",0.44
"participant33","S30-805-dep","C",0.4
"participant33","S30-805-dep","C > A",0.48
"participant33","S32-806","A",0.6
"participant33","S32-806","A > C",0.6
"participant33","S32-806","C",0.58
"participant33","S32-806","C > A",0.72
"participant33","S34-806","A",0.55
"participant33","S34-806","A > C",0.44
"participant33","S34-806","C",0.38
"participant33","S34-806","C > A",0.43
"participant33","S42-806","A",0.88
"participant33","S42-806","A > C",0.91
"participant33","S42-806","C",0.89
"participant33","S42-806","C > A",0.9
"participant33","S44-806","A",0.79
"participant33","S44-806","A > C",0.65
"participant33","S44-806","C",0.56
"participant33","S44-806","C > A",0.75
"participant33","S54-806","A",0.6
"participant33","S54-806","A > C",0.65
"participant33","S54-806","C",0.61
"participant33","S54-806","C > A",0.65
"participant33","S55-1006","A",0.71
"participant33","S55-1006","A > C",0.89
"participant33","S55-1006","C",0.65
"participant33","S55-1006","C > A",0.66
"participant33","S57-1007","A",0.6
"participant33","S57-1007","A > C",0.61
"participant33","S57-1007","C",0.67
"participant33","S57-1007","C > A",0.59
"participant33","S59-1007","A",0.59
"participant33","S59-1007","A > C",0.85
"participant33","S59-1007","C",0.68
"participant33","S59-1007","C > A",0.61
"participant33","S63-1039","A",0.4
"participant33","S63-1039","A > C",0.36
"participant33","S63-1039","C",0.3
"participant33","S63-1039","C > A",0.4
"participant33","S7-130","A",0.56
"participant33","S7-130","A > C",0.58
"participant33","S7-130","C",0.56
"participant33","S7-130","C > A",0.55
"participant33","S7-130-dep","A",0.65
"participant33","S7-130-dep","A > C",0.59
"participant33","S7-130-dep","C",0.65
"participant33","S7-130-dep","C > A",0.64
"participant33","S8-202","A",0.22
"participant33","S8-202","A > C",0.38
"participant33","S8-202","C",0.2
"participant33","S8-202","C > A",0.27
"participant33","S83-1609","A",0.54
"participant33","S83-1609","A > C",0.42
"participant33","S83-1609","C",0.53
"participant33","S83-1609","C > A",0.54
"participant33","S89-1642","A",0.56
"participant33","S89-1642","A > C",0.39
"participant33","S89-1642","C",0.59
"participant33","S89-1642","C > A",0.44
"participant33","S89-1642-dep","A",0.62
"participant33","S89-1642-dep","A > C",0.33
"participant33","S89-1642-dep","C",0.58
"participant33","S89-1642-dep","C > A",0.36
"participant33","S93-1674","A",0.56
"participant33","S93-1674","A > C",0.45
"participant33","S93-1674","C",0.59
"participant33","S93-1674","C > A",0.47
"participant33","S97-1674","A",0.84
"participant33","S97-1674","A > C",0.62
"participant33","S97-1674","C",0.62
"participant33","S97-1674","C > A",0.6
"participant34","S1-121","A",0.91
"participant34","S1-121","A > C",0.21
"participant34","S1-121","C",0.91
"participant34","S1-121","C > A",0.14
"participant34","S10-203","A",0.89
"participant34","S10-203","A > C",0.79
"participant34","S10-203","C",0.86
"participant34","S10-203","C > A",0.93
"participant34","S12-203","A",1
"participant34","S12-203","A > C",1
"participant34","S12-203","C",1
"participant34","S12-203","C > A",1
"participant34","S15-443","A",0.93
"participant34","S15-443","A > C",0.93
"participant34","S15-443","C",0.18
"participant34","S15-443","C > A",0.89
"participant34","S20-468","A",1
"participant34","S20-468","A > C",0.99
"participant34","S20-468","C",0.98
"participant34","S20-468","C > A",1
"participant34","S22-468","A",0.95
"participant34","S22-468","A > C",0.93
"participant34","S22-468","C",1
"participant34","S22-468","C > A",0.96
"participant34","S30-805","A",0.93
"participant34","S30-805","A > C",1
"participant34","S30-805","C",1
"participant34","S30-805","C > A",1
"participant34","S30-805-dep","A",0.9
"participant34","S30-805-dep","A > C",0
"participant34","S30-805-dep","C",0
"participant34","S30-805-dep","C > A",0.08
"participant34","S32-806","A",1
"participant34","S32-806","A > C",0.99
"participant34","S32-806","C",0.98
"participant34","S32-806","C > A",1
"participant34","S34-806","A",0.2
"participant34","S34-806","A > C",0.83
"participant34","S34-806","C",0.09
"participant34","S34-806","C > A",0.79
"participant34","S42-806","A",0.8
"participant34","S42-806","A > C",0.96
"participant34","S42-806","C",0.89
"participant34","S42-806","C > A",0.92
"participant34","S44-806","A",1
"participant34","S44-806","A > C",1
"participant34","S44-806","C",0
"participant34","S44-806","C > A",0.05
"participant34","S54-806","A",0
"participant34","S54-806","A > C",0.05
"participant34","S54-806","C",0.87
"participant34","S54-806","C > A",0.12
"participant34","S55-1006","A",0.85
"participant34","S55-1006","A > C",1
"participant34","S55-1006","C",0
"participant34","S55-1006","C > A",0
"participant34","S57-1007","A",1
"participant34","S57-1007","A > C",1
"participant34","S57-1007","C",1
"participant34","S57-1007","C > A",1
"participant34","S59-1007","A",0
"participant34","S59-1007","A > C",0.96
"participant34","S59-1007","C",0.97
"participant34","S59-1007","C > A",0.24
"participant34","S63-1039","A",0.24
"participant34","S63-1039","A > C",0.72
"participant34","S63-1039","C",0.11
"participant34","S63-1039","C > A",0.98
"participant34","S7-130","A",1
"participant34","S7-130","A > C",1
"participant34","S7-130","C",1
"participant34","S7-130","C > A",1
"participant34","S7-130-dep","A",0.89
"participant34","S7-130-dep","A > C",0.98
"participant34","S7-130-dep","C",1
"participant34","S7-130-dep","C > A",0.92
"participant34","S8-202","A",1
"participant34","S8-202","A > C",0.16
"participant34","S8-202","C",1
"participant34","S8-202","C > A",0.98
"participant34","S83-1609","A",0.95
"participant34","S83-1609","A > C",0.92
"participant34","S83-1609","C",0.99
"participant34","S83-1609","C > A",0.98
"participant34","S89-1642","A",1
"participant34","S89-1642","A > C",0.89
"participant34","S89-1642","C",0.94
"participant34","S89-1642","C > A",0.98
"participant34","S89-1642-dep","A",0.83
"participant34","S89-1642-dep","A > C",0.97
"participant34","S89-1642-dep","C",0.94
"participant34","S89-1642-dep","C > A",0.87
"participant34","S93-1674","A",0.02
"participant34","S93-1674","A > C",0.97
"participant34","S93-1674","C",1
"participant34","S93-1674","C > A",0
"participant34","S97-1674","A",0.92
"participant34","S97-1674","A > C",1
"participant34","S97-1674","C",0.86
"participant34","S97-1674","C > A",1
"participant35","S1-121","A",0.87
"participant35","S1-121","A > C",1
"participant35","S1-121","C",0.82
"participant35","S1-121","C > A",1
"participant35","S10-203","A",0.86
"participant35","S10-203","A > C",0.51
"participant35","S10-203","C",0.56
"participant35","S10-203","C > A",0.41
"participant35","S12-203","A",0.16
"participant35","S12-203","A > C",0.7
"participant35","S12-203","C",0.67
"participant35","S12-203","C > A",0.82
"participant35","S15-443","A",0.24
"participant35","S15-443","A > C",0.67
"participant35","S15-443","C",0.79
"participant35","S15-443","C > A",0.61
"participant35","S20-468","A",0.2
"participant35","S20-468","A > C",0.29
"participant35","S20-468","C",0.71
"participant35","S20-468","C > A",0.73
"participant35","S22-468","A",0.62
"participant35","S22-468","A > C",0.75
"participant35","S22-468","C",0.63
"participant35","S22-468","C > A",0.4
"participant35","S30-805","A",0.72
"participant35","S30-805","A > C",0.53
"participant35","S30-805","C",0.6
"participant35","S30-805","C > A",0.74
"participant35","S30-805-dep","A",0.42
"participant35","S30-805-dep","A > C",0.13
"participant35","S30-805-dep","C",0.09
"participant35","S30-805-dep","C > A",0.77
"participant35","S32-806","A",0.63
"participant35","S32-806","A > C",0.69
"participant35","S32-806","C",0.61
"participant35","S32-806","C > A",0.41
"participant35","S34-806","A",0.45
"participant35","S34-806","A > C",0.34
"participant35","S34-806","C",0.76
"participant35","S34-806","C > A",0.32
"participant35","S42-806","A",0.01
"participant35","S42-806","A > C",0.62
"participant35","S42-806","C",0.13
"participant35","S42-806","C > A",0.36
"participant35","S44-806","A",0.28
"participant35","S44-806","A > C",0.75
"participant35","S44-806","C",0.37
"participant35","S44-806","C > A",0.37
"participant35","S54-806","A",0.05
"participant35","S54-806","A > C",0.18
"participant35","S54-806","C",0.36
"participant35","S54-806","C > A",0.16
"participant35","S55-1006","A",0.33
"participant35","S55-1006","A > C",0.52
"participant35","S55-1006","C",0.67
"participant35","S55-1006","C > A",0.63
"participant35","S57-1007","A",0.79
"participant35","S57-1007","A > C",0.68
"participant35","S57-1007","C",0.91
"participant35","S57-1007","C > A",0.8
"participant35","S59-1007","A",0.32
"participant35","S59-1007","A > C",0.27
"participant35","S59-1007","C",0.7
"participant35","S59-1007","C > A",0.53
"participant35","S63-1039","A",0.79
"participant35","S63-1039","A > C",0.62
"participant35","S63-1039","C",0.73
"participant35","S63-1039","C > A",0.6
"participant35","S7-130","A",0.32
"participant35","S7-130","A > C",0.2
"participant35","S7-130","C",0.85
"participant35","S7-130","C > A",0.42
"participant35","S7-130-dep","A",0.83
"participant35","S7-130-dep","A > C",0.72
"participant35","S7-130-dep","C",1
"participant35","S7-130-dep","C > A",0.69
"participant35","S8-202","A",0.29
"participant35","S8-202","A > C",0.66
"participant35","S8-202","C",0.69
"participant35","S8-202","C > A",0.61
"participant35","S83-1609","A",0.31
"participant35","S83-1609","A > C",0.31
"participant35","S83-1609","C",0.09
"participant35","S83-1609","C > A",0.78
"participant35","S89-1642","A",0.22
"participant35","S89-1642","A > C",0.34
"participant35","S89-1642","C",0.25
"participant35","S89-1642","C > A",0.4
"participant35","S89-1642-dep","A",0.24
"participant35","S89-1642-dep","A > C",0.27
"participant35","S89-1642-dep","C",0.71
"participant35","S89-1642-dep","C > A",0.78
"participant35","S93-1674","A",0.84
"participant35","S93-1674","A > C",0.28
"participant35","S93-1674","C",0.63
"participant35","S93-1674","C > A",0.38
"participant35","S97-1674","A",0.78
"participant35","S97-1674","A > C",0.38
"participant35","S97-1674","C",0.84
"participant35","S97-1674","C > A",0.83
"participant36","S1-121","A",0.87
"participant36","S1-121","A > C",1
"participant36","S1-121","C",0.93
"participant36","S1-121","C > A",0.93
"participant36","S10-203","A",0.73
"participant36","S10-203","A > C",0.25
"participant36","S10-203","C",0.96
"participant36","S10-203","C > A",0.2
"participant36","S12-203","A",0.97
"participant36","S12-203","A > C",0.19
"participant36","S12-203","C",0.98
"participant36","S12-203","C > A",0.93
"participant36","S15-443","A",0.73
"participant36","S15-443","A > C",0.97
"participant36","S15-443","C",0.88
"participant36","S15-443","C > A",0.84
"participant36","S20-468","A",0.83
"participant36","S20-468","A > C",0.98
"participant36","S20-468","C",0.85
"participant36","S20-468","C > A",0.76
"participant36","S22-468","A",0.9
"participant36","S22-468","A > C",1
"participant36","S22-468","C",0.93
"participant36","S22-468","C > A",1
"participant36","S30-805","A",0.9
"participant36","S30-805","A > C",0.09
"participant36","S30-805","C",0.1
"participant36","S30-805","C > A",0.22
"participant36","S30-805-dep","A",0.95
"participant36","S30-805-dep","A > C",0.95
"participant36","S30-805-dep","C",0.16
"participant36","S30-805-dep","C > A",0.97
"participant36","S32-806","A",0.01
"participant36","S32-806","A > C",0.96
"participant36","S32-806","C",0.95
"participant36","S32-806","C > A",0.15
"participant36","S34-806","A",0.15
"participant36","S34-806","A > C",0.17
"participant36","S34-806","C",0.96
"participant36","S34-806","C > A",0.9
"participant36","S42-806","A",0.94
"participant36","S42-806","A > C",0.85
"participant36","S42-806","C",0.11
"participant36","S42-806","C > A",0.89
"participant36","S44-806","A",1
"participant36","S44-806","A > C",0.79
"participant36","S44-806","C",0.94
"participant36","S44-806","C > A",1
"participant36","S54-806","A",0.89
"participant36","S54-806","A > C",0.95
"participant36","S54-806","C",0.97
"participant36","S54-806","C > A",0.9
"participant36","S55-1006","A",0.17
"participant36","S55-1006","A > C",0.97
"participant36","S55-1006","C",0.88
"participant36","S55-1006","C > A",0.23
"participant36","S57-1007","A",0.99
"participant36","S57-1007","A > C",0.2
"participant36","S57-1007","C",0.99
"participant36","S57-1007","C > A",0.13
"participant36","S59-1007","A",1
"participant36","S59-1007","A > C",0.95
"participant36","S59-1007","C",1
"participant36","S59-1007","C > A",0.98
"participant36","S63-1039","A",0.9
"participant36","S63-1039","A > C",1
"participant36","S63-1039","C",0.91
"participant36","S63-1039","C > A",1
"participant36","S7-130","A",0.23
"participant36","S7-130","A > C",0.28
"participant36","S7-130","C",0.87
"participant36","S7-130","C > A",0.21
"participant36","S7-130-dep","A",1
"participant36","S7-130-dep","A > C",0.99
"participant36","S7-130-dep","C",0.95
"participant36","S7-130-dep","C > A",1
"participant36","S8-202","A",0.96
"participant36","S8-202","A > C",1
"participant36","S8-202","C",0.95
"participant36","S8-202","C > A",0.97
"participant36","S83-1609","A",0.93
"participant36","S83-1609","A > C",0.19
"participant36","S83-1609","C",0.12
"participant36","S83-1609","C > A",1
"participant36","S89-1642","A",0.15
"participant36","S89-1642","A > C",0.14
"participant36","S89-1642","C",0.83
"participant36","S89-1642","C > A",0.93
"participant36","S89-1642-dep","A",0.9
"participant36","S89-1642-dep","A > C",1
"participant36","S89-1642-dep","C",0.88
"participant36","S89-1642-dep","C > A",0.96
"participant36","S93-1674","A",0.84
"participant36","S93-1674","A > C",0.56
"participant36","S93-1674","C",0.93
"participant36","S93-1674","C > A",0.9
"participant36","S97-1674","A",0.92
"participant36","S97-1674","A > C",0.98
"participant36","S97-1674","C",0.99
"participant36","S97-1674","C > A",1
"participant37","S1-121","A",0.84
"participant37","S1-121","A > C",0.58
"participant37","S1-121","C",0.86
"participant37","S1-121","C > A",0.58
"participant37","S10-203","A",0.76
"participant37","S10-203","A > C",0.45
"participant37","S10-203","C",0.71
"participant37","S10-203","C > A",0.43
"participant37","S12-203","A",0.84
"participant37","S12-203","A > C",0.66
"participant37","S12-203","C",0.85
"participant37","S12-203","C > A",0.59
"participant37","S15-443","A",0.68
"participant37","S15-443","A > C",0.64
"participant37","S15-443","C",0.65
"participant37","S15-443","C > A",0.55
"participant37","S20-468","A",0.87
"participant37","S20-468","A > C",1
"participant37","S20-468","C",0.88
"participant37","S20-468","C > A",0.41
"participant37","S22-468","A",0.74
"participant37","S22-468","A > C",0.45
"participant37","S22-468","C",0.78
"participant37","S22-468","C > A",0.44
"participant37","S30-805","A",0.6
"participant37","S30-805","A > C",0.45
"participant37","S30-805","C",0.58
"participant37","S30-805","C > A",0.43
"participant37","S30-805-dep","A",0.63
"participant37","S30-805-dep","A > C",0.43
"participant37","S30-805-dep","C",0.2
"participant37","S30-805-dep","C > A",0.85
"participant37","S32-806","A",0.75
"participant37","S32-806","A > C",0.58
"participant37","S32-806","C",0.66
"participant37","S32-806","C > A",0.39
"participant37","S34-806","A",0.79
"participant37","S34-806","A > C",0.55
"participant37","S34-806","C",0.92
"participant37","S34-806","C > A",1
"participant37","S42-806","A",0.46
"participant37","S42-806","A > C",0.45
"participant37","S42-806","C",0.43
"participant37","S42-806","C > A",0.53
"participant37","S44-806","A",0.93
"participant37","S44-806","A > C",0.22
"participant37","S44-806","C",0.76
"participant37","S44-806","C > A",1
"participant37","S54-806","A",0.58
"participant37","S54-806","A > C",0.99
"participant37","S54-806","C",0.79
"participant37","S54-806","C > A",0.64
"participant37","S55-1006","A",0.61
"participant37","S55-1006","A > C",0.56
"participant37","S55-1006","C",0.71
"participant37","S55-1006","C > A",0.43
"participant37","S57-1007","A",0.94
"participant37","S57-1007","A > C",0.55
"participant37","S57-1007","C",0.61
"participant37","S57-1007","C > A",0.55
"participant37","S59-1007","A",0.95
"participant37","S59-1007","A > C",1
"participant37","S59-1007","C",1
"participant37","S59-1007","C > A",0.69
"participant37","S63-1039","A",0.62
"participant37","S63-1039","A > C",1
"participant37","S63-1039","C",0.58
"participant37","S63-1039","C > A",1
"participant37","S7-130","A",0.81
"participant37","S7-130","A > C",0.6
"participant37","S7-130","C",0.83
"participant37","S7-130","C > A",0.66
"participant37","S7-130-dep","A",0.76
"participant37","S7-130-dep","A > C",0.96
"participant37","S7-130-dep","C",0.89
"participant37","S7-130-dep","C > A",1
"participant37","S8-202","A",0.61
"participant37","S8-202","A > C",0.44
"participant37","S8-202","C",0.67
"participant37","S8-202","C > A",0.39
"participant37","S83-1609","A",0.74
"participant37","S83-1609","A > C",0.4
"participant37","S83-1609","C",0.84
"participant37","S83-1609","C > A",0.38
"participant37","S89-1642","A",0.77
"participant37","S89-1642","A > C",0.45
"participant37","S89-1642","C",0.79
"participant37","S89-1642","C > A",0.42
"participant37","S89-1642-dep","A",0.92
"participant37","S89-1642-dep","A > C",1
"participant37","S89-1642-dep","C",0.76
"participant37","S89-1642-dep","C > A",1
"participant37","S93-1674","A",0.71
"participant37","S93-1674","A > C",0.11
"participant37","S93-1674","C",0.93
"participant37","S93-1674","C > A",1
"participant37","S97-1674","A",0.82
"participant37","S97-1674","A > C",0.99
"participant37","S97-1674","C",0.8
"participant37","S97-1674","C > A",1
"participant38","S1-121","A",1
"participant38","S1-121","A > C",1
"participant38","S1-121","C",0.97
"participant38","S1-121","C > A",1
"participant38","S10-203","A",1
"participant38","S10-203","A > C",0
"participant38","S10-203","C",0
"participant38","S10-203","C > A",1
"participant38","S12-203","A",1
"participant38","S12-203","A > C",0
"participant38","S12-203","C",0.04
"participant38","S12-203","C > A",0
"participant38","S15-443","A",0.98
"participant38","S15-443","A > C",1
"participant38","S15-443","C",0.96
"participant38","S15-443","C > A",0.86
"participant38","S20-468","A",1
"participant38","S20-468","A > C",0.3
"participant38","S20-468","C",0.71
"participant38","S20-468","C > A",1
"participant38","S22-468","A",1
"participant38","S22-468","A > C",1
"participant38","S22-468","C",0.88
"participant38","S22-468","C > A",1
"participant38","S30-805","A",0
"participant38","S30-805","A > C",1
"participant38","S30-805","C",0.07
"participant38","S30-805","C > A",0.94
"participant38","S30-805-dep","A",0.03
"participant38","S30-805-dep","A > C",0
"participant38","S30-805-dep","C",0
"participant38","S30-805-dep","C > A",0.98
"participant38","S32-806","A",0.03
"participant38","S32-806","A > C",1
"participant38","S32-806","C",0
"participant38","S32-806","C > A",0.9
"participant38","S34-806","A",0.74
"participant38","S34-806","A > C",0.73
"participant38","S34-806","C",1
"participant38","S34-806","C > A",0.71
"participant38","S42-806","A",1
"participant38","S42-806","A > C",1
"participant38","S42-806","C",0.91
"participant38","S42-806","C > A",1
"participant38","S44-806","A",0.6
"participant38","S44-806","A > C",0.16
"participant38","S44-806","C",0.06
"participant38","S44-806","C > A",0.97
"participant38","S54-806","A",0
"participant38","S54-806","A > C",0.99
"participant38","S54-806","C",0.1
"participant38","S54-806","C > A",0.4
"participant38","S55-1006","A",0.01
"participant38","S55-1006","A > C",0.05
"participant38","S55-1006","C",0.99
"participant38","S55-1006","C > A",0.01
"participant38","S57-1007","A",0.31
"participant38","S57-1007","A > C",1
"participant38","S57-1007","C",0.25
"participant38","S57-1007","C > A",0.99
"participant38","S59-1007","A",0.12
"participant38","S59-1007","A > C",0.98
"participant38","S59-1007","C",0.89
"participant38","S59-1007","C > A",0.12
"participant38","S63-1039","A",0.77
"participant38","S63-1039","A > C",0.99
"participant38","S63-1039","C",0.72
"participant38","S63-1039","C > A",1
"participant38","S7-130","A",1
"participant38","S7-130","A > C",1
"participant38","S7-130","C",1
"participant38","S7-130","C > A",1
"participant38","S7-130-dep","A",1
"participant38","S7-130-dep","A > C",1
"participant38","S7-130-dep","C",1
"participant38","S7-130-dep","C > A",1
"participant38","S8-202","A",1
"participant38","S8-202","A > C",0.64
"participant38","S8-202","C",0.06
"participant38","S8-202","C > A",1
"participant38","S83-1609","A",0.57
"participant38","S83-1609","A > C",0.95
"participant38","S83-1609","C",0.59
"participant38","S83-1609","C > A",1
"participant38","S89-1642","A",0.6
"participant38","S89-1642","A > C",1
"participant38","S89-1642","C",0.64
"participant38","S89-1642","C > A",0.99
"participant38","S89-1642-dep","A",0.82
"participant38","S89-1642-dep","A > C",1
"participant38","S89-1642-dep","C",0.76
"participant38","S89-1642-dep","C > A",1
"participant38","S93-1674","A",0.62
"participant38","S93-1674","A > C",0.11
"participant38","S93-1674","C",0.6
"participant38","S93-1674","C > A",0.15
"participant38","S97-1674","A",1
"participant38","S97-1674","A > C",0.63
"participant38","S97-1674","C",0.88
"participant38","S97-1674","C > A",1
"participant39","S1-121","A",1
"participant39","S1-121","A > C",1
"participant39","S1-121","C",1
"participant39","S1-121","C > A",1
"participant39","S10-203","A",1
"participant39","S10-203","A > C",1
"participant39","S10-203","C",0
"participant39","S10-203","C > A",0.88
"participant39","S12-203","A",1
"participant39","S12-203","A > C",0.13
"participant39","S12-203","C",0.27
"participant39","S12-203","C > A",0.1
"participant39","S15-443","A",1
"participant39","S15-443","A > C",1
"participant39","S15-443","C",0.57
"participant39","S15-443","C > A",1
"participant39","S20-468","A",1
"participant39","S20-468","A > C",0.93
"participant39","S20-468","C",0.63
"participant39","S20-468","C > A",0.95
"participant39","S22-468","A",1
"participant39","S22-468","A > C",1
"participant39","S22-468","C",1
"participant39","S22-468","C > A",1
"participant39","S30-805","A",0.28
"participant39","S30-805","A > C",0.19
"participant39","S30-805","C",0.13
"participant39","S30-805","C > A",0.06
"participant39","S32-806","A",0
"participant39","S32-806","A > C",0
"participant39","S32-806","C",0.1
"participant39","S32-806","C > A",0.16
"participant39","S44-806","A",0
"participant39","S44-806","A > C",0.11
"participant39","S44-806","C",0.07
"participant39","S44-806","C > A",1
"participant39","S54-806","A",0
"participant39","S54-806","A > C",0
"participant39","S54-806","C",0
"participant39","S54-806","C > A",1
"participant39","S55-1006","A",0
"participant39","S55-1006","A > C",0.78
"participant39","S55-1006","C",0.82
"participant39","S55-1006","C > A",0.36
"participant39","S57-1007","A",0.16
"participant39","S57-1007","A > C",0.31
"participant39","S57-1007","C",0.56
"participant39","S57-1007","C > A",0.64
"participant39","S59-1007","A",0
"participant39","S59-1007","A > C",0.29
"participant39","S59-1007","C",0.18
"participant39","S59-1007","C > A",0.22
"participant39","S63-1039","A",0
"participant39","S63-1039","A > C",0
"participant39","S63-1039","C",0.87
"participant39","S63-1039","C > A",1
"participant39","S7-130","A",0
"participant39","S7-130","A > C",1
"participant39","S7-130","C",1
"participant39","S7-130","C > A",1
"participant39","S7-130-dep","A",1
"participant39","S7-130-dep","A > C",1
"participant39","S7-130-dep","C",1
"participant39","S7-130-dep","C > A",1
"participant39","S8-202","A",0.88
"participant39","S8-202","A > C",0.55
"participant39","S8-202","C",0.09
"participant39","S8-202","C > A",0.4
"participant39","S83-1609","A",0.62
"participant39","S83-1609","A > C",0.95
"participant39","S83-1609","C",0.59
"participant39","S83-1609","C > A",0.84
"participant39","S93-1674","A",0.65
"participant39","S93-1674","A > C",0.66
"participant39","S93-1674","C",1
"participant39","S93-1674","C > A",0.95
"participant39","S97-1674","A",0.63
"participant39","S97-1674","A > C",0.6
"participant39","S97-1674","C",0.22
"participant39","S97-1674","C > A",0.12
"participant4","S1-121","A",0.78
"participant4","S1-121","A > C",0.46
"participant4","S1-121","C",0.78
"participant4","S1-121","C > A",0.6
"participant4","S10-203","A",0.86
"participant4","S10-203","A > C",0.64
"participant4","S10-203","C",0.37
"participant4","S10-203","C > A",0.4
"participant4","S12-203","A",0.74
"participant4","S12-203","A > C",0.61
"participant4","S12-203","C",0.77
"participant4","S12-203","C > A",0.44
"participant4","S15-443","A",1
"participant4","S15-443","A > C",0.78
"participant4","S15-443","C",0.58
"participant4","S15-443","C > A",0.59
"participant4","S20-468","A",1
"participant4","S20-468","A > C",0.61
"participant4","S20-468","C",0.58
"participant4","S20-468","C > A",0.62
"participant4","S22-468","A",1
"participant4","S22-468","A > C",0.19
"participant4","S22-468","C",0.7
"participant4","S22-468","C > A",0.14
"participant4","S30-805","A",0.26
"participant4","S30-805","A > C",0.1
"participant4","S30-805","C",0.23
"participant4","S30-805","C > A",0.15
"participant4","S30-805-dep","A",0.92
"participant4","S30-805-dep","A > C",0.1
"participant4","S30-805-dep","C",0
"participant4","S30-805-dep","C > A",1
"participant4","S32-806","A",0.6
"participant4","S32-806","A > C",0.32
"participant4","S32-806","C",0.23
"participant4","S32-806","C > A",0.26
"participant4","S34-806","A",0.34
"participant4","S34-806","A > C",0.58
"participant4","S34-806","C",0.31
"participant4","S34-806","C > A",0.98
"participant4","S42-806","A",0.76
"participant4","S42-806","A > C",0.81
"participant4","S42-806","C",0.74
"participant4","S42-806","C > A",1
